Time,201Hg,202Hg
,R1-15 Blank-1    3/12/2004 8:21:53 PM    (Run: 1),
16434,750500.000,312000.000
16517,745200.000,309200.000
16600,731900.000,306000.000
16683,752700.000,310900.000
16766,730700.000,315400.000
16849,753900.000,321800.000
16932,802300.000,319900.000
17015,758500.000,314200.000
17098,783500.000,325700.000
17181,768800.000,327300.000
17264,803200.000,328900.000
17347,800900.000,346700.000
17430,824100.000,343300.000
17513,797300.000,339200.000
17596,849800.000,341700.000
17679,830500.000,346800.000
17762,837700.000,357500.000
17845,854200.000,337200.000
17928,860100.000,366700.000
18011,849000.000,348800.000
18094,868200.000,357800.000
18177,853700.000,358600.000
18260,884400.000,366900.000
18343,890800.000,368300.000
18426,888100.000,369300.000
18509,898600.000,382800.000
18592,907100.000,377400.000
18675,915900.000,372900.000
18758,932800.000,371800.000
18841,921600.000,376700.000
18924,939300.000,402100.000
19007,927400.000,382700.000
19090,958200.000,391000.000
19173,973100.000,386400.000
19256,956500.000,403900.000
19339,938600.000,392800.000
19422,971500.000,393800.000
19505,969400.000,395400.000
19588,970500.000,401000.000
19671,963100.000,404600.000
19754,994800.000,407200.000
19837,972200.000,400800.000
19920,1008000.000,394900.000
20003,980400.000,420800.000
20086,1006000.000,413000.000
20169,1014000.000,417300.000
20252,1003000.000,418000.000
20335,1016000.000,423200.000
20418,994200.000,413700.000
20501,995000.000,407000.000
20584,1007000.000,417100.000
20667,1034000.000,424000.000
20750,1026000.000,420700.000
20833,1049000.000,421900.000
20916,1027000.000,422700.000
20999,1025000.000,428600.000
21082,1047000.000,416400.000
21165,1013000.000,415000.000
21248,1016000.000,420200.000
21331,1044000.000,429700.000
21414,1037000.000,417500.000
21497,1038000.000,420700.000
21580,981600.000,419600.000
21663,1038000.000,420600.000
21746,1055000.000,426300.000
21829,1056000.000,416600.000
21912,1042000.000,423300.000
21995,1042000.000,426900.000
22078,1039000.000,411600.000
22161,1015000.000,421500.000
22244,1043000.000,425900.000
22327,1047000.000,434500.000
22410,1049000.000,425400.000
22493,1024000.000,434200.000
22576,1020000.000,424500.000
22659,1059000.000,427200.000
22742,1032000.000,433900.000
22825,1039000.000,428300.000
22908,1050000.000,424300.000
22991,1037000.000,423600.000
23074,1052000.000,424100.000
23157,1023000.000,443300.000
23240,1018000.000,423400.000
23323,1049000.000,425100.000
23406,1047000.000,435800.000
23489,1044000.000,436000.000
23572,1027000.000,417000.000
23655,1041000.000,422500.000
23738,1021000.000,419100.000
23821,1027000.000,428300.000
23904,997800.000,423300.000
23987,1033000.000,435300.000
24070,1061000.000,421700.000
24153,1036000.000,426200.000
24236,1043000.000,419200.000
24319,1011000.000,435000.000
24402,1019000.000,414700.000
24485,1047000.000,426200.000
24568,1036000.000,434100.000
24651,1040000.000,431200.000
24734,1040000.000,429700.000
24817,1036000.000,419900.000
24900,1010000.000,416000.000
24983,1032000.000,426600.000
25066,1001000.000,428000.000
25149,1020000.000,404400.000
25232,1021000.000,417500.000
25315,1028000.000,411100.000
25398,1011000.000,416200.000
25481,1004000.000,411200.000
25564,1022000.000,416100.000
25647,1011000.000,430700.000
25730,1030000.000,424300.000
25813,1020000.000,414100.000
25896,1022000.000,427800.000
25979,1036000.000,415900.000
26062,1012000.000,414500.000
26145,1050000.000,415000.000
26228,1019000.000,426300.000
26311,1003000.000,414200.000
26394,1035000.000,413400.000
26477,1033000.000,414700.000
26560,1023000.000,431000.000
26643,1017000.000,424900.000
26726,1004000.000,426000.000
26809,1055000.000,418900.000
26892,1029000.000,437100.000
26975,1022000.000,425600.000
27058,1026000.000,431500.000
27141,1042000.000,438100.000
27224,1045000.000,424800.000
27307,1036000.000,425000.000
27390,1054000.000,433800.000
27473,1041000.000,420200.000
27556,1053000.000,422500.000
27639,1011000.000,426700.000
27722,1025000.000,430900.000
27805,1034000.000,420900.000
27888,1044000.000,418000.000
27971,1043000.000,428100.000
28054,1065000.000,426100.000
28137,1007000.000,431000.000
28220,1040000.000,430700.000
28303,1022000.000,409700.000
28386,1003000.000,432200.000
28469,1055000.000,425600.000
28552,1027000.000,439000.000
28635,1098000.000,443400.000
28718,1072000.000,428300.000
28801,1036000.000,417800.000
28884,1009000.000,422700.000
28967,990600.000,410300.000
29050,992800.000,433200.000
29133,1079000.000,435300.000
29216,1032000.000,425500.000
29299,1009000.000,429500.000
29382,1045000.000,404200.000
29465,997200.000,417200.000
29548,1058000.000,447800.000
29631,1050000.000,421600.000
29714,969700.000,417200.000
29797,1060000.000,425800.000
29880,981400.000,439900.000
29963,996600.000,410600.000
30046,863900.000,366600.000
30129,888600.000,385200.000
30212,961200.000,374900.000
30295,942100.000,374400.000
30378,898400.000,374600.000
30461,971200.000,400000.000
30544,923500.000,401700.000
30627,981600.000,386200.000
30710,932900.000,388200.000
30793,966300.000,403700.000
30876,934500.000,386100.000
30959,964100.000,390900.000
31042,970400.000,390100.000
31125,943600.000,401000.000
31208,966600.000,399700.000
31291,973600.000,404000.000
31374,972700.000,401200.000
31457,996200.000,398000.000
31540,950400.000,391800.000
31623,941300.000,395000.000
31706,977900.000,397900.000
31789,972200.000,403300.000
31872,977200.000,398900.000
31955,952500.000,415400.000
32038,953700.000,408500.000
32121,969100.000,402500.000
32204,971000.000,404200.000
32287,954400.000,395400.000
32370,976400.000,412200.000
32453,931600.000,400100.000
32536,964000.000,397100.000
32619,951300.000,394500.000
32702,964800.000,390100.000
32785,928700.000,402500.000
32868,990300.000,388500.000
32951,944800.000,407400.000
33034,1004000.000,388700.000
33117,963800.000,407400.000
33200,958600.000,401500.000
33283,975300.000,391500.000
33366,969100.000,404300.000
33449,969200.000,402000.000
33532,971900.000,405400.000
33615,951000.000,400900.000
33698,1017000.000,402100.000
33781,970600.000,408200.000
33864,982100.000,395900.000
33947,998800.000,404400.000
34030,978700.000,383500.000
34113,900000.000,345200.000
34196,831200.000,347300.000
34279,852400.000,362300.000
34362,903700.000,375100.000
34445,924300.000,378400.000
34528,959700.000,399400.000
34611,977300.000,406000.000
34694,1034000.000,423400.000
34777,1022000.000,419100.000
34860,1062000.000,432200.000
34943,1032000.000,441300.000
35026,1050000.000,437300.000
35109,1072000.000,439000.000
35192,1071000.000,442800.000
35275,1045000.000,429200.000
35358,1075000.000,448400.000
35441,1097000.000,441800.000
35524,1093000.000,451800.000
35607,1088000.000,441600.000
35690,1070000.000,442300.000
35773,1071000.000,438100.000
35856,1079000.000,440200.000
35939,1068000.000,442400.000
36022,1089000.000,436900.000
36105,1087000.000,443400.000
36188,1103000.000,451900.000
36271,1082000.000,446700.000
36354,1095000.000,439400.000
36437,1067000.000,444800.000
36520,1069000.000,453200.000
36603,1051000.000,449100.000
36686,1103000.000,440800.000
36769,1053000.000,417500.000
36852,1109000.000,451900.000
36935,1136000.000,458800.000
37018,1065000.000,452700.000
37101,1117000.000,454300.000
37184,1101000.000,446700.000
37267,1084000.000,448900.000
37350,1107000.000,463200.000
37433,1075000.000,460200.000
37516,1095000.000,464900.000
37599,1160000.000,464400.000
37682,1120000.000,464600.000
37765,1132000.000,475000.000
37848,1087000.000,477400.000
37931,1151000.000,468000.000
38014,1147000.000,460100.000
38097,1145000.000,484700.000
38180,1134000.000,469600.000
38263,1158000.000,469600.000
38346,1134000.000,464200.000
38429,1152000.000,475700.000
38512,1134000.000,473200.000
38595,1138000.000,471600.000
38678,1177000.000,481100.000
38761,1143000.000,461000.000
38844,1148000.000,470200.000
38927,1165000.000,489100.000
39010,1158000.000,470900.000
39093,1195000.000,474200.000
39176,1163000.000,495700.000
39259,1196000.000,481000.000
39342,1169000.000,467800.000
39425,1184000.000,488300.000
39508,1141000.000,469900.000
39591,1181000.000,475400.000
39674,1159000.000,483200.000
39757,1167000.000,476400.000
39840,1161000.000,474900.000
39923,1148000.000,483300.000
40006,1169000.000,481600.000
40089,1184000.000,484100.000
40172,1156000.000,474600.000
40255,1181000.000,478800.000
40338,1175000.000,474100.000
40421,1154000.000,493600.000
40504,1182000.000,479900.000
40587,1140000.000,489100.000
40670,1173000.000,469400.000
40753,1137000.000,485200.000
40836,1170000.000,483200.000
40919,1180000.000,490300.000
41002,1172000.000,479300.000
41085,1167000.000,474400.000
41168,1182000.000,484300.000
41251,1183000.000,487600.000
41334,1168000.000,489500.000
41417,1190000.000,483500.000
41500,1163000.000,492500.000
41583,1176000.000,484100.000
41666,1187000.000,478300.000
41749,1173000.000,491300.000
41832,1188000.000,475900.000
41915,1181000.000,494900.000
41998,1161000.000,494700.000
42081,1177000.000,478600.000
42164,1168000.000,474600.000
42247,1155000.000,484600.000
42330,1201000.000,484000.000
42413,1160000.000,488100.000
42496,1152000.000,483100.000
42579,1159000.000,485800.000
42662,1177000.000,476700.000
42745,1180000.000,476800.000
42828,1160000.000,492300.000
42911,1155000.000,473900.000
42994,1163000.000,484900.000
43077,1179000.000,470200.000
43160,1202000.000,488700.000
43243,1143000.000,479900.000
43326,1170000.000,479500.000
43409,1177000.000,476400.000
43492,1203000.000,488500.000
43575,1148000.000,473700.000
43658,1154000.000,487800.000
43741,1170000.000,477300.000
43824,1171000.000,463300.000
43907,1170000.000,478500.000
43990,1150000.000,494600.000
44073,1132000.000,481300.000
44156,1171000.000,484700.000
44239,1148000.000,471400.000
44322,1167000.000,487400.000
44405,1162000.000,492900.000
44488,1180000.000,484700.000
44571,1158000.000,463600.000
44654,1177000.000,486800.000
44737,1158000.000,476500.000
44820,1188000.000,480700.000
44903,1178000.000,473500.000
44986,1179000.000,468400.000
45069,1181000.000,472100.000
45152,1152000.000,488900.000
45235,1194000.000,474800.000
45318,1172000.000,483100.000
45401,1145000.000,473500.000
45484,1157000.000,477700.000
45567,1179000.000,488000.000
45650,1150000.000,490700.000
45733,1167000.000,467400.000
45816,1146000.000,480900.000
45899,1166000.000,479100.000
45982,1144000.000,487200.000
46065,1179000.000,473100.000
46148,1170000.000,479100.000
46231,1184000.000,479100.000
46314,1124000.000,466400.000
46397,1147000.000,485800.000
46480,1179000.000,488800.000
46563,1173000.000,472700.000
46646,1177000.000,469600.000
46729,1134000.000,477800.000
46812,1169000.000,477800.000
46895,1156000.000,479600.000
46978,1167000.000,481800.000
47061,1177000.000,487500.000
47144,1152000.000,465700.000
47227,1124000.000,478600.000
47310,1140000.000,479400.000
47393,1175000.000,479600.000
47476,1147000.000,473100.000
47559,1165000.000,477700.000
47642,1149000.000,465100.000
47725,1184000.000,483200.000
47808,1160000.000,475600.000
47891,1127000.000,491300.000
47974,1163000.000,489400.000
48057,1148000.000,469800.000
48140,1158000.000,485300.000
48223,1164000.000,462500.000
48306,1130000.000,480500.000
48389,1169000.000,488700.000
48472,1179000.000,475500.000
48555,1182000.000,492200.000
48638,1149000.000,457200.000
48721,1144000.000,475700.000
48804,1159000.000,473000.000
48887,1174000.000,467700.000
48970,1154000.000,476400.000
49053,1159000.000,470200.000
49136,1151000.000,479400.000
49219,1141000.000,475000.000
49302,1159000.000,476500.000
49385,1156000.000,468700.000
49468,1127000.000,482700.000
49551,1178000.000,491300.000
49634,1151000.000,479800.000
49717,1109000.000,475100.000
49800,1161000.000,467400.000
49883,1108000.000,476800.000
49966,1125000.000,471900.000
50049,1167000.000,464700.000
50132,1174000.000,476400.000
50215,1167000.000,463300.000
50298,1150000.000,483900.000
50381,1142000.000,493600.000
50464,1176000.000,457400.000
50547,1172000.000,487700.000
50630,1188000.000,486400.000
50713,1141000.000,476900.000
50796,1158000.000,462000.000
50879,1128000.000,482100.000
50962,1201000.000,483500.000
51045,1114000.000,482400.000
51128,1153000.000,477900.000
51211,1153000.000,489900.000
51294,1183000.000,478200.000
51377,1163000.000,458700.000
51460,1130000.000,468700.000
51543,1182000.000,472700.000
51626,1167000.000,462900.000
51709,1101000.000,482100.000
51792,1206000.000,498000.000
51875,1171000.000,479500.000
51958,1129000.000,470500.000
52041,1135000.000,453200.000
52124,1115000.000,469200.000
52207,1159000.000,470300.000
52290,1130000.000,496700.000
52373,1160000.000,462100.000
52456,1139000.000,473800.000
52539,1168000.000,498600.000
52622,1157000.000,461200.000
52705,1117000.000,451400.000
52788,1165000.000,478700.000
52871,1158000.000,464300.000
52954,1135000.000,486000.000
53037,1155000.000,462600.000
53120,1116000.000,455300.000
53203,1127000.000,473000.000
53286,1176000.000,467400.000
53369,1198000.000,450700.000
53452,1050000.000,411500.000
53535,969000.000,408900.000
53618,1045000.000,435700.000
53701,1082000.000,438400.000
53784,1052000.000,427200.000
53867,1076000.000,454500.000
53950,1082000.000,442300.000
54033,1106000.000,452500.000
54116,1066000.000,447900.000
54199,1115000.000,449900.000
54282,1109000.000,445800.000
54365,1091000.000,456200.000
54448,1080000.000,438800.000
54531,1076000.000,457100.000
54614,1106000.000,458800.000
54697,1143000.000,473500.000
54780,1083000.000,463100.000
54863,1151000.000,446700.000
54946,1109000.000,476300.000
55029,1096000.000,462200.000
55112,1107000.000,472900.000
55195,1070000.000,458600.000
55278,1148000.000,458900.000
55361,1121000.000,455900.000
55444,1062000.000,462100.000
55527,1119000.000,447300.000
55610,1129000.000,466300.000
55693,1126000.000,460200.000
55776,1087000.000,462300.000
55859,1146000.000,482200.000
55942,1111000.000,456000.000
56025,1136000.000,469500.000
56108,1100000.000,463600.000
56191,1111000.000,463300.000
56274,1110000.000,466100.000
56357,1111000.000,450800.000
56440,1090000.000,455400.000
56523,1143000.000,463700.000
56606,1096000.000,457200.000
56689,1149000.000,462200.000
56772,1167000.000,447200.000
56855,1073000.000,478000.000
56938,1138000.000,457100.000
57021,1120000.000,480600.000
57104,1138000.000,449300.000
57187,1125000.000,478000.000
57270,1135000.000,466700.000
57353,1084000.000,455700.000
57436,1154000.000,463000.000
57519,1162000.000,456000.000
57602,1137000.000,462900.000
57685,1133000.000,471200.000
57768,1132000.000,467500.000
57851,1156000.000,477000.000
57934,1110000.000,472200.000
58017,1135000.000,482000.000
58100,1141000.000,451900.000
58183,1142000.000,470000.000
58266,1123000.000,452900.000
58349,1133000.000,469100.000
58432,1141000.000,467400.000
58515,1095000.000,478900.000
58598,1143000.000,461800.000
58681,1114000.000,480100.000
58764,1131000.000,468000.000
58847,1124000.000,475200.000
58930,1152000.000,466300.000
59013,1124000.000,475600.000
59096,1167000.000,485900.000
59179,1122000.000,467300.000
59262,1169000.000,466900.000
59345,1145000.000,478700.000
59428,1149000.000,472800.000
59511,1136000.000,471300.000
59594,1163000.000,464800.000
,,
,R1-11 SRM2778 No58    3/12/2004 8:59:16 PM    (Run: 1),
0,5251.000,3650.000
83,5476.000,3625.000
166,6301.000,3675.000
249,5951.000,3300.000
332,6351.000,3450.000
415,5551.000,3400.000
498,5476.000,3600.000
581,5151.000,3475.000
664,6551.000,3600.000
747,5926.000,3325.000
830,6326.000,3675.000
913,5401.000,3425.000
996,5526.000,3475.000
1079,4876.000,3300.000
1162,5801.000,3350.000
1245,5951.000,3275.000
1328,5801.000,3700.000
1411,5626.000,3400.000
1494,5476.000,4000.000
1577,5626.000,2775.000
1660,5176.000,3000.000
1743,5751.000,3700.000
1826,5701.000,3350.000
1909,5201.000,3550.000
1992,5926.000,3225.000
2075,4976.000,3475.000
2158,5976.000,3575.000
2241,5501.000,3475.000
2324,6251.000,4200.000
2407,5301.000,3300.000
2490,5426.000,3200.000
2573,6826.000,4125.000
2656,5426.000,3700.000
2739,5376.000,3275.000
2822,5476.000,3175.000
2905,6201.000,3325.000
2988,5151.000,3725.000
3071,5401.000,4000.000
3154,5601.000,3275.000
3237,5601.000,2925.000
3320,5976.000,3850.000
3403,5601.000,3250.000
3486,5426.000,3925.000
3569,5851.000,3625.000
3652,5576.000,3850.000
3735,5776.000,3675.000
3818,5876.000,3250.000
3901,5551.000,3500.000
3984,5051.000,2950.000
4067,5601.000,4225.000
4150,5451.000,3925.000
4233,5826.000,3800.000
4316,5376.000,3575.000
4399,5701.000,4050.000
4482,5251.000,3925.000
4565,6201.000,4150.000
4648,5376.000,3300.000
4731,6026.000,3875.000
4814,5801.000,3375.000
4897,5376.000,3125.000
4980,5701.000,3675.000
5063,6051.000,3475.000
5146,5801.000,3725.000
5229,6001.000,3700.000
5312,5976.000,3700.000
5395,5376.000,3725.000
5478,4726.000,3625.000
5561,6026.000,3650.000
5644,5826.000,3100.000
5727,5351.000,3400.000
5810,5601.000,3300.000
5893,6151.000,3000.000
5976,5476.000,3550.000
6059,5301.000,3625.000
6142,5251.000,3500.000
6225,5276.000,3700.000
6308,5301.000,3100.000
6391,5576.000,3525.000
6474,5326.000,3600.000
6557,5551.000,3425.000
6640,5576.000,3325.000
6723,5501.000,3550.000
6806,4876.000,3575.000
6889,5776.000,4100.000
6972,5601.000,3025.000
7055,5276.000,3300.000
7138,5951.000,3500.000
7221,5376.000,3625.000
7304,5976.000,3925.000
7387,5851.000,3550.000
7470,5476.000,3275.000
7553,5376.000,3850.000
7636,5501.000,3025.000
7719,6201.000,3900.000
7802,5701.000,3550.000
7885,5851.000,3350.000
7968,5676.000,3375.000
8051,5326.000,3300.000
8134,5876.000,3275.000
8217,5826.000,3750.000
8300,5101.000,3300.000
8383,6101.000,3900.000
8466,5851.000,3825.000
8549,6576.000,3725.000
8632,5951.000,3900.000
8715,5801.000,3625.000
8798,5826.000,3900.000
8881,5726.000,3475.000
8964,5576.000,4300.000
9047,6076.000,3750.000
9130,5576.000,4000.000
9213,6426.000,3550.000
9296,5526.000,3700.000
9379,5826.000,3775.000
9462,5701.000,3675.000
9545,5951.000,3725.000
9628,6001.000,3375.000
9711,5151.000,3875.000
9794,6376.000,3225.000
9877,6126.000,3800.000
9960,6201.000,3425.000
10043,6851.000,3525.000
10126,6101.000,3475.000
10209,5276.000,4125.000
10292,5776.000,3775.000
10375,5676.000,3275.000
10458,5326.000,3825.000
10541,6001.000,3775.000
10624,5676.000,4300.000
10707,5901.000,3925.000
10790,5076.000,2525.000
10873,4000.000,2300.000
10956,3175.000,2350.000
11039,3400.000,1600.000
11122,3525.000,2150.000
11205,3025.000,1775.000
11288,2525.000,1725.000
11371,2475.000,1775.000
11454,2575.000,1500.000
11537,2400.000,1525.000
11620,2375.000,1425.000
11703,2425.000,1850.000
11786,2350.000,1250.000
11869,1775.000,1175.000
11952,1750.000,1075.000
12035,1800.000,1325.000
12118,2200.000,1425.000
12201,2050.000,1225.000
12284,2425.000,1000.000
12367,2200.000,1425.000
12450,1875.000,800.000
12533,825.000,600.000
12616,900.000,525.000
12699,1050.000,625.000
12782,1175.000,625.000
12865,1350.000,700.000
12948,1450.000,850.000
13031,2000.000,1450.000
13114,2525.000,2125.000
13197,4100.000,2675.000
13280,6476.000,4000.000
13363,13600.000,7451.000
13446,24670.000,13000.000
13529,39670.000,22140.000
13612,58410.000,29400.000
13695,79560.000,38160.000
13778,107400.000,49190.000
13861,130900.000,59170.000
13944,165800.000,74590.000
14027,195200.000,86520.000
14110,225900.000,101900.000
14193,274500.000,120700.000
14276,301000.000,140200.000
14359,359400.000,143200.000
14442,393400.000,172500.000
14525,421200.000,186300.000
14608,479500.000,204700.000
14691,504700.000,219100.000
14774,549300.000,240100.000
14857,615500.000,254000.000
14940,590800.000,279600.000
15023,677900.000,287200.000
15106,697900.000,297700.000
15189,774500.000,321500.000
15272,776300.000,340600.000
15355,843100.000,353100.000
15438,868900.000,370800.000
15521,893300.000,374800.000
15604,914400.000,395400.000
15687,969500.000,400300.000
15770,984900.000,411900.000
15853,1012000.000,429200.000
15936,1054000.000,443100.000
16019,1092000.000,464600.000
16102,1082000.000,466200.000
16185,1129000.000,482800.000
16268,1162000.000,500000.000
16351,1208000.000,498500.000
16434,1239000.000,520700.000
16517,1227000.000,525800.000
16600,1239000.000,519100.000
16683,1251000.000,533800.000
16766,1276000.000,527200.000
16849,1255000.000,530900.000
16932,1271000.000,520000.000
17015,1255000.000,507700.000
17098,1268000.000,532100.000
17181,1256000.000,518000.000
17264,1281000.000,519800.000
17347,1279000.000,527400.000
17430,1276000.000,541700.000
17513,1252000.000,530000.000
17596,1260000.000,516200.000
17679,1254000.000,536400.000
17762,1274000.000,522300.000
17845,1246000.000,526100.000
17928,1270000.000,516400.000
18011,1257000.000,550900.000
18094,1247000.000,523100.000
18177,1247000.000,528400.000
18260,1297000.000,534400.000
18343,1274000.000,531200.000
18426,1262000.000,533000.000
18509,1274000.000,527300.000
18592,1261000.000,529400.000
18675,1262000.000,524200.000
18758,1231000.000,527100.000
18841,1226000.000,521300.000
18924,1258000.000,525300.000
19007,1293000.000,535900.000
19090,1294000.000,532800.000
19173,1282000.000,551900.000
19256,1294000.000,543200.000
19339,1269000.000,541400.000
19422,1306000.000,541300.000
19505,1291000.000,542200.000
19588,1313000.000,531700.000
19671,1279000.000,552300.000
19754,1318000.000,565100.000
19837,1347000.000,553800.000
19920,1346000.000,551300.000
20003,1362000.000,567500.000
20086,1355000.000,564300.000
20169,1378000.000,570600.000
20252,1376000.000,586700.000
20335,1363000.000,562700.000
20418,1380000.000,595200.000
20501,1373000.000,587900.000
20584,1430000.000,586000.000
20667,1406000.000,598900.000
20750,1408000.000,604500.000
20833,1424000.000,621400.000
20916,1447000.000,609300.000
20999,1447000.000,586600.000
21082,1475000.000,608000.000
21165,1458000.000,620400.000
21248,1474000.000,616100.000
21331,1514000.000,620300.000
21414,1483000.000,615900.000
21497,1492000.000,623000.000
21580,1499000.000,618000.000
21663,1527000.000,626600.000
21746,1533000.000,633200.000
21829,1512000.000,628100.000
21912,1534000.000,641000.000
21995,1498000.000,632300.000
22078,1519000.000,634900.000
22161,1518000.000,633600.000
22244,1521000.000,642200.000
22327,1527000.000,625600.000
22410,1512000.000,634700.000
22493,1509000.000,643300.000
22576,1509000.000,631500.000
22659,1495000.000,627000.000
22742,1461000.000,585700.000
22825,1299000.000,529800.000
22908,1197000.000,483700.000
22991,1144000.000,466800.000
23074,1124000.000,490800.000
23157,1150000.000,481400.000
23240,1166000.000,494500.000
23323,1163000.000,503400.000
23406,1164000.000,502900.000
23489,1168000.000,487400.000
23572,1148000.000,500100.000
23655,1165000.000,485200.000
23738,1152000.000,489900.000
23821,1147000.000,498500.000
23904,1170000.000,478400.000
23987,1151000.000,473000.000
24070,1134000.000,480300.000
24153,1127000.000,474000.000
24236,1112000.000,466600.000
24319,1132000.000,474000.000
24402,1100000.000,461100.000
24485,1087000.000,469300.000
24568,1080000.000,452800.000
24651,1070000.000,454000.000
24734,1093000.000,457300.000
24817,1069000.000,462800.000
24900,1066000.000,455400.000
24983,1066000.000,446800.000
25066,1069000.000,446800.000
25149,1070000.000,453500.000
25232,1058000.000,459600.000
25315,1113000.000,455400.000
25398,1108000.000,455100.000
25481,1084000.000,466400.000
25564,1131000.000,454000.000
25647,1137000.000,477500.000
25730,1151000.000,466700.000
25813,1148000.000,471600.000
25896,1140000.000,483900.000
25979,1148000.000,479200.000
26062,1145000.000,481900.000
26145,1176000.000,475900.000
26228,1153000.000,496700.000
26311,1166000.000,491000.000
26394,1149000.000,490000.000
26477,1183000.000,489600.000
26560,1184000.000,490800.000
26643,1213000.000,500300.000
26726,1212000.000,489700.000
26809,1180000.000,495600.000
26892,1240000.000,495300.000
26975,1195000.000,496200.000
27058,1190000.000,498700.000
27141,1156000.000,516300.000
27224,1228000.000,513300.000
27307,1219000.000,516200.000
27390,1217000.000,502100.000
27473,1209000.000,512200.000
27556,1174000.000,504000.000
27639,1193000.000,500000.000
27722,1218000.000,517900.000
27805,1229000.000,500700.000
27888,1261000.000,510500.000
27971,1240000.000,514600.000
28054,1243000.000,535600.000
28137,1256000.000,515100.000
28220,1207000.000,486600.000
28303,1222000.000,523300.000
28386,1280000.000,525500.000
28469,1265000.000,526300.000
28552,1244000.000,521800.000
28635,1236000.000,526700.000
28718,1246000.000,506900.000
28801,1232000.000,505800.000
28884,1212000.000,517100.000
28967,1244000.000,501900.000
29050,1228000.000,502800.000
29133,1248000.000,538100.000
29216,1294000.000,524600.000
29299,1225000.000,523000.000
29382,1234000.000,512500.000
29465,1217000.000,535900.000
29548,1312000.000,523900.000
29631,1255000.000,509900.000
29714,1251000.000,539900.000
29797,1313000.000,518200.000
29880,1200000.000,502100.000
29963,1272000.000,528900.000
30046,1211000.000,535600.000
30129,1256000.000,472300.000
30212,1088000.000,466300.000
30295,1150000.000,491100.000
30378,1160000.000,509100.000
30461,1184000.000,485200.000
30544,1176000.000,530600.000
30627,1220000.000,506000.000
30710,1192000.000,528100.000
30793,1252000.000,500200.000
30876,1223000.000,517000.000
30959,1255000.000,513500.000
31042,1220000.000,508300.000
31125,1220000.000,506400.000
31208,1213000.000,514000.000
31291,1253000.000,518900.000
31374,1265000.000,538200.000
31457,1215000.000,507300.000
31540,1207000.000,533300.000
31623,1252000.000,501400.000
31706,1267000.000,534600.000
31789,1238000.000,528400.000
31872,1217000.000,516300.000
31955,1260000.000,522100.000
32038,1235000.000,508700.000
32121,1250000.000,537400.000
32204,1263000.000,516100.000
32287,1269000.000,532700.000
32370,1225000.000,487800.000
32453,1239000.000,523100.000
32536,1249000.000,526000.000
32619,1257000.000,533500.000
32702,1236000.000,519500.000
32785,1242000.000,522900.000
32868,1261000.000,522800.000
32951,1255000.000,528700.000
33034,1238000.000,508300.000
33117,1235000.000,538000.000
33200,1257000.000,506100.000
33283,1240000.000,515500.000
33366,1221000.000,504000.000
33449,1247000.000,534300.000
33532,1253000.000,522300.000
33615,1289000.000,535600.000
33698,1287000.000,522200.000
33781,1244000.000,537900.000
33864,1252000.000,524300.000
33947,1286000.000,523100.000
34030,1232000.000,515200.000
34113,1264000.000,528400.000
34196,1292000.000,531600.000
34279,1288000.000,522300.000
34362,1290000.000,531000.000
34445,1254000.000,536700.000
34528,1285000.000,531100.000
34611,1264000.000,537400.000
34694,1239000.000,525800.000
34777,1281000.000,541600.000
34860,1263000.000,521100.000
34943,1265000.000,533700.000
35026,1246000.000,542000.000
35109,1265000.000,512900.000
35192,1259000.000,525100.000
35275,1277000.000,515700.000
35358,1256000.000,519200.000
35441,1256000.000,530700.000
35524,1257000.000,529900.000
35607,1236000.000,523900.000
35690,1253000.000,522800.000
35773,1257000.000,521500.000
35856,1258000.000,509400.000
35939,1263000.000,516800.000
36022,1256000.000,527400.000
36105,1261000.000,516300.000
36188,1253000.000,513000.000
36271,1255000.000,526100.000
36354,1272000.000,502300.000
36437,1264000.000,533800.000
36520,1286000.000,531400.000
36603,1206000.000,526800.000
36686,1263000.000,519900.000
36769,1241000.000,509800.000
36852,1273000.000,534400.000
36935,1233000.000,513600.000
37018,1258000.000,523900.000
37101,1267000.000,519900.000
37184,1246000.000,520700.000
37267,1247000.000,515600.000
37350,1222000.000,521000.000
37433,1220000.000,516400.000
37516,1246000.000,521400.000
37599,1262000.000,507700.000
37682,1266000.000,517400.000
37765,1238000.000,518200.000
37848,1233000.000,533100.000
37931,1276000.000,520100.000
38014,1259000.000,520200.000
38097,1258000.000,527200.000
38180,1247000.000,533700.000
38263,1260000.000,523900.000
38346,1272000.000,533700.000
38429,1260000.000,528900.000
38512,1244000.000,533600.000
38595,1233000.000,517000.000
38678,1274000.000,534000.000
38761,1246000.000,529800.000
38844,1245000.000,509200.000
38927,1242000.000,513900.000
39010,1231000.000,549500.000
39093,1257000.000,505800.000
39176,1223000.000,513100.000
39259,1269000.000,513000.000
39342,1242000.000,525900.000
39425,1276000.000,511900.000
39508,1237000.000,535200.000
39591,1241000.000,519700.000
39674,1256000.000,533600.000
39757,1255000.000,527600.000
39840,1243000.000,515500.000
39923,1270000.000,528200.000
40006,1237000.000,532100.000
40089,1234000.000,518900.000
40172,1208000.000,516000.000
40255,1237000.000,526900.000
40338,1232000.000,493200.000
40421,1234000.000,536200.000
40504,1267000.000,536600.000
40587,1236000.000,520300.000
40670,1233000.000,523100.000
40753,1240000.000,519900.000
40836,1238000.000,517600.000
40919,1213000.000,512500.000
41002,1232000.000,499400.000
