Time,201Hg,202Hg
,R1-15 Blank-1    3/12/2004 8:21:53 PM    (Run: 1),
30461,100600.000,4626.000
30544,101700.000,4551.000
30627,98980.000,5001.000
30710,101900.000,4451.000
30793,101100.000,5301.000
30876,102800.000,4476.000
30959,103400.000,4976.000
31042,101700.000,4576.000
31125,101400.000,4125.000
31208,99000.000,4100.000
31291,98930.000,4325.000
31374,96770.000,4651.000
31457,107400.000,5751.000
31540,116900.000,5476.000
31623,117000.000,5451.000
31706,119200.000,5451.000
31789,115800.000,5351.000
31872,122500.000,5476.000
31955,116400.000,5376.000
32038,112500.000,5001.000
32121,108000.000,5151.000
32204,107500.000,5451.000
32287,108000.000,4651.000
32370,111700.000,5401.000
32453,108700.000,5076.000
32536,104600.000,4651.000
32619,109600.000,4951.000
32702,110600.000,5051.000
32785,111900.000,4801.000
32868,111700.000,5626.000
32951,109000.000,5076.000
33034,107900.000,5351.000
33117,107500.000,4776.000
33200,107100.000,4951.000
33283,108100.000,4726.000
33366,111300.000,4901.000
33449,111600.000,5001.000
33532,108300.000,5001.000
33615,109800.000,5201.000
33698,105600.000,5426.000
33781,109900.000,4676.000
33864,108500.000,5301.000
33947,105200.000,5051.000
34030,106500.000,5126.000
34113,107800.000,5201.000
34196,106400.000,5676.000
34279,110300.000,4776.000
34362,105400.000,4576.000
34445,107300.000,5276.000
34528,103900.000,5501.000
34611,102000.000,5001.000
34694,105900.000,4851.000
34777,102000.000,5326.000
34860,98020.000,4826.000
34943,107500.000,4125.000
35026,107500.000,4250.000
35109,99930.000,4776.000
35192,98900.000,4200.000
35275,101100.000,4901.000
35358,102100.000,4375.000
35441,100200.000,4200.000
35524,101200.000,5126.000
35607,102800.000,4050.000
35690,99030.000,4776.000
35773,99510.000,4626.000
35856,98300.000,4551.000
35939,100200.000,4526.000
36022,96690.000,4526.000
36105,99560.000,4125.000
36188,96890.000,5026.000
36271,99480.000,4676.000
36354,99310.000,4451.000
36437,94830.000,4576.000
36520,97270.000,4551.000
36603,97700.000,4350.000
36686,98700.000,5126.000
36769,100900.000,4776.000
36852,98900.000,4926.000
36935,100300.000,4451.000
37018,97350.000,4526.000
37101,90410.000,4426.000
37184,78230.000,3375.000
37267,75270.000,4000.000
37350,72460.000,3100.000
37433,76200.000,4200.000
37516,79240.000,4175.000
37599,83430.000,3825.000
37682,88550.000,3650.000
37765,87120.000,3875.000
37848,84660.000,4125.000
37931,90110.000,3850.000
38014,90390.000,3875.000
38097,94860.000,4175.000
38180,92850.000,4726.000
38263,96570.000,4000.000
38346,95010.000,4200.000
38429,98900.000,5251.000
38512,93530.000,4526.000
38595,92920.000,4551.000
38678,95180.000,4275.000
38761,94610.000,4876.000
38844,98120.000,4375.000
38927,96770.000,4501.000
39010,89360.000,4826.000
39093,93650.000,4576.000
39176,97620.000,4776.000
39259,92970.000,5051.000
39342,95460.000,4676.000
39425,95180.000,4250.000
39508,97140.000,4075.000
39591,95960.000,5051.000
39674,97170.000,4726.000
39757,95390.000,4250.000
39840,96040.000,4726.000
39923,100200.000,4401.000
40006,97450.000,4776.000
40089,95690.000,4300.000
40172,96440.000,4401.000
40255,93050.000,5126.000
40338,93380.000,4626.000
40421,99050.000,4876.000
40504,96090.000,4200.000
40587,99380.000,4726.000
40670,99510.000,4476.000
40753,98500.000,4526.000
40836,100100.000,4225.000
40919,98200.000,4751.000
41002,95210.000,4476.000
41085,96240.000,4776.000
41168,102500.000,4601.000
41251,95990.000,4826.000
41334,97970.000,4476.000
41417,97320.000,5001.000
41500,98580.000,4526.000
41583,95360.000,4676.000
41666,95540.000,4175.000
41749,98680.000,4701.000
41832,101200.000,4876.000
41915,98650.000,4501.000
41998,98730.000,5326.000
42081,102300.000,4701.000
42164,99380.000,4801.000
42247,97770.000,4275.000
42330,99910.000,5126.000
42413,98100.000,4801.000
42496,99280.000,4075.000
42579,100800.000,4876.000
42662,98500.000,4501.000
42745,104500.000,4926.000
42828,102900.000,5326.000
42911,105500.000,4651.000
42994,101500.000,4976.000
43077,104800.000,4926.000
43160,102500.000,4401.000
43243,102000.000,4701.000
43326,103900.000,4851.000
43409,103200.000,4526.000
43492,102700.000,5076.000
43575,106300.000,4200.000
43658,97320.000,5126.000
43741,102100.000,4551.000
43824,90310.000,4676.000
43907,97900.000,4601.000
43990,97550.000,4401.000
44073,108100.000,5151.000
44156,114100.000,5051.000
44239,111400.000,4951.000
44322,113800.000,5026.000
44405,109900.000,5151.000
44488,115000.000,5076.000
44571,114200.000,5326.000
44654,116100.000,6626.000
44737,115500.000,5301.000
44820,111700.000,5501.000
44903,116900.000,5026.000
44986,121100.000,5551.000
45069,112100.000,5751.000
45152,121700.000,5226.000
45235,112700.000,5576.000
45318,113800.000,5426.000
45401,117300.000,5076.000
45484,118400.000,4851.000
45567,115500.000,5376.000
45650,115900.000,4876.000
45733,119100.000,5801.000
45816,115500.000,5376.000
45899,115300.000,5651.000
45982,119300.000,4651.000
46065,118900.000,5476.000
46148,116700.000,5476.000
46231,117000.000,5301.000
46314,119300.000,5201.000
46397,114000.000,5376.000
46480,113900.000,4676.000
46563,111900.000,5626.000
46646,117400.000,5301.000
46729,119600.000,5576.000
46812,115000.000,5226.000
46895,111600.000,5901.000
46978,112700.000,5226.000
47061,110500.000,5576.000
47144,114600.000,5426.000
47227,118500.000,6101.000
47310,114600.000,5226.000
47393,115000.000,5576.000
47476,115100.000,5401.000
47559,116900.000,4926.000
47642,118100.000,5226.000
47725,117100.000,5076.000
47808,110900.000,5326.000
47891,117100.000,4976.000
47974,112300.000,4651.000
48057,115000.000,5001.000
48140,113500.000,5451.000
48223,113700.000,5151.000
48306,116600.000,5176.000
48389,114100.000,5851.000
48472,111100.000,5251.000
48555,114400.000,5776.000
48638,111700.000,5676.000
48721,115500.000,5376.000
48804,117000.000,5326.000
48887,115100.000,5576.000
48970,115900.000,4876.000
49053,111400.000,5276.000
49136,113700.000,5051.000
49219,114800.000,5251.000
49302,111200.000,4851.000
49385,111400.000,5126.000
49468,111000.000,4951.000
49551,115000.000,5476.000
49634,110200.000,5401.000
49717,114400.000,4726.000
49800,112700.000,5476.000
49883,112300.000,4726.000
49966,111100.000,6126.000
50049,116000.000,5151.000
50132,111700.000,4926.000
50215,119200.000,5426.000
50298,112200.000,5201.000
50381,116100.000,5251.000
50464,110700.000,5376.000
50547,115200.000,5651.000
50630,114600.000,5051.000
50713,117000.000,5301.000
50796,116700.000,5001.000
50879,116900.000,4951.000
50962,115800.000,5001.000
51045,116800.000,5476.000
51128,115900.000,5226.000
51211,113300.000,5401.000
51294,116000.000,5301.000
51377,114100.000,5301.000
51460,109800.000,5151.000
51543,114200.000,5726.000
51626,115200.000,4426.000
51709,113800.000,4926.000
51792,114500.000,5276.000
51875,109400.000,5776.000
51958,116300.000,4951.000
52041,116900.000,5526.000
52124,114200.000,5576.000
52207,115200.000,5451.000
52290,113200.000,5526.000
52373,112300.000,5001.000
52456,114100.000,5051.000
52539,117300.000,5201.000
52622,111300.000,4801.000
52705,113200.000,5526.000
52788,112200.000,4651.000
52871,109500.000,5751.000
52954,112800.000,4901.000
53037,113400.000,5676.000
53120,112400.000,5426.000
53203,114500.000,5476.000
53286,113200.000,5526.000
53369,111300.000,5351.000
53452,111900.000,5551.000
53535,113400.000,4851.000
53618,109100.000,5501.000
53701,111200.000,5876.000
53784,111300.000,5151.000
53867,109800.000,5526.000
53950,113100.000,4901.000
54033,109900.000,5276.000
54116,109700.000,5201.000
54199,112200.000,5151.000
54282,111500.000,5501.000
54365,110400.000,5226.000
54448,115100.000,4951.000
54531,110400.000,5201.000
54614,111700.000,5001.000
54697,110400.000,5451.000
54780,112700.000,5326.000
54863,114600.000,4976.000
54946,112400.000,5001.000
55029,112400.000,5276.000
55112,108700.000,5351.000
55195,110800.000,5651.000
55278,111000.000,5176.000
55361,110700.000,5276.000
55444,115100.000,4776.000
55527,112300.000,4876.000
55610,110500.000,5676.000
55693,112700.000,5876.000
55776,109700.000,5076.000
55859,110100.000,4801.000
55942,107000.000,4901.000
56025,115400.000,4350.000
56108,110300.000,5376.000
56191,108200.000,4926.000
56274,113500.000,5051.000
56357,110100.000,4926.000
56440,112900.000,4826.000
56523,114100.000,5376.000
56606,111900.000,5076.000
56689,110100.000,5051.000
56772,112400.000,5251.000
56855,109100.000,4801.000
56938,110700.000,4501.000
57021,109400.000,4826.000
57104,110400.000,4826.000
57187,112500.000,5176.000
57270,109700.000,4501.000
57353,107000.000,5576.000
57436,109300.000,5076.000
57519,107600.000,5426.000
57602,111500.000,5226.000
57685,111400.000,4876.000
57768,107400.000,5376.000
57851,112300.000,5376.000
57934,111500.000,4901.000
58017,115900.000,5551.000
58100,111800.000,4926.000
58183,109800.000,5701.000
58266,110800.000,5226.000
58349,110600.000,4801.000
58432,108900.000,5076.000
58515,110800.000,4701.000
58598,113200.000,5376.000
58681,113600.000,4551.000
58764,109800.000,5151.000
58847,108500.000,4651.000
58930,108900.000,5026.000
59013,109100.000,5001.000
59096,110400.000,5326.000
59179,114400.000,4826.000
59262,108000.000,5001.000
59345,115900.000,5551.000
59428,110100.000,5126.000
59511,108700.000,4726.000
59594,110000.000,5476.000
,,
,SC 1A    3/12/2004 8:39:42 PM    (Run: 1),
0,1850.000,2800.000
83,1950.000,2150.000
166,2100.000,2150.000
249,1750.000,2350.000
332,1900.000,2150.000
415,1925.000,2050.000
498,2200.000,2300.000
581,2175.000,2075.000
664,1800.000,2450.000
747,1925.000,2200.000
830,1600.000,2050.000
913,1700.000,2225.000
996,1775.000,2825.000
1079,2050.000,2400.000
1162,2425.000,2350.000
1245,1800.000,2025.000
1328,2175.000,2200.000
1411,1825.000,2100.000
1494,2000.000,2150.000
1577,2100.000,2250.000
1660,1825.000,2225.000
1743,2450.000,2225.000
1826,1950.000,2150.000
1909,1975.000,1875.000
1992,1975.000,2100.000
2075,1925.000,2350.000
2158,2225.000,2450.000
2241,2000.000,2225.000
2324,1900.000,2250.000
2407,1500.000,2175.000
2490,2075.000,2575.000
2573,1975.000,2300.000
2656,2025.000,2025.000
2739,1775.000,2200.000
2822,1700.000,2575.000
2905,1900.000,2325.000
2988,2275.000,2350.000
3071,2050.000,2175.000
3154,1750.000,2150.000
3237,1725.000,2350.000
3320,1875.000,2500.000
3403,1650.000,1925.000
3486,1875.000,2725.000
3569,1925.000,2850.000
3652,2100.000,2475.000
3735,2000.000,2300.000
3818,1700.000,2200.000
3901,1600.000,2600.000
3984,1750.000,2025.000
4067,1800.000,2125.000
4150,1800.000,1500.000
4233,2100.000,2275.000
4316,1800.000,2325.000
4399,1875.000,1875.000
4482,1750.000,2500.000
4565,1700.000,2150.000
4648,1650.000,2525.000
4731,2300.000,2000.000
4814,1475.000,2575.000
4897,2025.000,2400.000
4980,2200.000,2725.000
5063,2325.000,2100.000
5146,1975.000,2550.000
5229,1825.000,2350.000
5312,1725.000,2550.000
5395,2075.000,2600.000
5478,1750.000,2675.000
5561,1750.000,2250.000
5644,1900.000,2275.000
5727,1800.000,2225.000
5810,2175.000,2100.000
5893,1600.000,1975.000
5976,1900.000,2450.000
6059,2050.000,2250.000
6142,1825.000,2150.000
6225,2050.000,2400.000
6308,1850.000,2200.000
6391,1900.000,2575.000
6474,2100.000,2425.000
6557,2025.000,2550.000
6640,1850.000,2175.000
6723,1725.000,2450.000
6806,1725.000,2450.000
6889,2025.000,2675.000
6972,1900.000,2350.000
7055,2075.000,2175.000
7138,1875.000,2775.000
7221,1675.000,2475.000
7304,2225.000,2300.000
7387,2125.000,2325.000
7470,1825.000,2200.000
7553,1800.000,2550.000
7636,2125.000,2500.000
7719,2200.000,2550.000
7802,2175.000,2775.000
7885,2300.000,2575.000
7968,1825.000,2075.000
8051,1900.000,2425.000
8134,2000.000,2725.000
8217,2625.000,2425.000
8300,2100.000,2275.000
8383,2125.000,2100.000
8466,2200.000,2575.000
8549,1875.000,2125.000
8632,1975.000,2550.000
8715,1975.000,2175.000
8798,1475.000,2900.000
8881,1825.000,2575.000
8964,1725.000,2075.000
9047,1650.000,2250.000
9130,1975.000,2475.000
9213,1925.000,2000.000
9296,2000.000,2250.000
9379,2175.000,1900.000
9462,1875.000,2525.000
9545,1875.000,2800.000
9628,2050.000,2050.000
9711,2125.000,2700.000
9794,2400.000,2525.000
9877,2125.000,2525.000
9960,1800.000,1875.000
10043,1825.000,2225.000
10126,2000.000,2300.000
10209,1700.000,2425.000
10292,2050.000,2025.000
10375,1425.000,1775.000
10458,1275.000,1450.000
10541,1250.000,1550.000
10624,1000.000,1100.000
10707,875.000,1050.000
10790,1375.000,1300.000
10873,825.000,1000.000
10956,950.000,725.000
11039,850.000,875.000
11122,625.000,1100.000
11205,750.000,925.000
11288,825.000,800.000
11371,925.000,975.000
11454,1150.000,975.000
11537,800.000,675.000
11620,475.000,600.000
11703,350.000,525.000
11786,550.000,650.000
11869,450.000,375.000
11952,450.000,450.000
12035,500.000,325.000
12118,275.000,300.000
12201,550.000,625.000
12284,625.000,850.000
12367,400.000,450.000
12450,725.000,600.000
12533,775.000,550.000
12616,575.000,575.000
12699,550.000,475.000
12782,500.000,650.000
12865,525.000,500.000
12948,825.000,600.000
13031,550.000,750.000
13114,600.000,375.000
13197,400.000,350.000
13280,300.000,325.000
13363,450.000,400.000
13446,300.000,500.000
13529,600.000,325.000
13612,750.000,575.000
13695,1500.000,1125.000
13778,3075.000,2375.000
13861,4375.000,2725.000
13944,5926.000,4075.000
14027,10280.000,7151.000
14110,19310.000,12350.000
14193,32000.000,20510.000
14276,48310.000,30800.000
14359,73190.000,44930.000
14442,97140.000,56610.000
14525,121100.000,72810.000
14608,146400.000,81420.000
14691,176500.000,98000.000
14774,200800.000,110500.000
14857,233300.000,128000.000
14940,257300.000,140200.000
15023,294600.000,160800.000
15106,322500.000,175900.000
15189,365900.000,191800.000
15272,389400.000,208800.000
15355,431200.000,230800.000
15438,461000.000,249600.000
15521,504600.000,251700.000
15604,533300.000,283200.000
15687,571200.000,294800.000
15770,585100.000,310000.000
15853,602400.000,330300.000
15936,646400.000,348000.000
16019,662100.000,361300.000
16102,706300.000,366300.000
16185,704500.000,362200.000
16268,727700.000,397200.000
16351,780900.000,400700.000
16434,795000.000,422500.000
16517,819400.000,424700.000
16600,837900.000,423900.000
16683,856600.000,438600.000
16766,821500.000,428000.000
16849,818800.000,425500.000
16932,801800.000,424900.000
17015,815600.000,411500.000
17098,824100.000,437700.000
17181,849000.000,430600.000
17264,847500.000,446700.000
17347,882200.000,475500.000
17430,864200.000,463500.000
17513,908100.000,467900.000
17596,922200.000,483100.000
17679,959900.000,500100.000
17762,965800.000,503900.000
17845,994500.000,519600.000
17928,989500.000,515400.000
18011,1017000.000,533900.000
18094,1050000.000,549100.000
18177,1099000.000,567500.000
18260,1101000.000,568700.000
18343,1136000.000,592200.000
18426,1130000.000,608300.000
18509,1184000.000,602100.000
18592,1192000.000,605900.000
18675,1185000.000,615000.000
18758,1227000.000,652200.000
18841,1222000.000,633400.000
18924,1264000.000,488300.000
19007,1456000.000,681500.000
19090,1211000.000,487200.000
19173,1240000.000,632400.000
19256,1313000.000,649100.000
19339,1287000.000,673200.000
19422,1323000.000,699600.000
19505,1173000.000,761000.000
19588,1644000.000,772500.000
19671,1318000.000,652100.000
19754,1306000.000,722400.000
19837,1478000.000,789100.000
19920,1598000.000,816100.000
20003,1637000.000,851400.000
20086,1601000.000,756300.000
20169,1391000.000,656300.000
20252,1275000.000,653400.000
20335,1209000.000,659500.000
20418,1369000.000,757600.000
20501,1513000.000,824700.000
20584,1606000.000,839300.000
20667,1661000.000,858400.000
20750,1714000.000,914500.000
20833,1810000.000,955300.000
20916,1737000.000,868000.000
20999,1663000.000,842100.000
21082,1625000.000,851400.000
21165,1616000.000,857100.000
21248,1635000.000,865100.000
21331,1648000.000,845700.000
21414,1657000.000,857100.000
21497,1674000.000,864100.000
21580,1676000.000,868800.000
21663,1672000.000,862400.000
21746,1655000.000,849100.000
21829,1631000.000,864700.000
21912,1651000.000,862700.000
21995,1635000.000,848400.000
22078,1562000.000,677500.000
22161,1631000.000,801300.000
22244,1509000.000,837700.000
22327,1661000.000,942300.000
22410,1862000.000,969000.000
22493,1847000.000,959100.000
22576,1847000.000,950200.000
22659,1799000.000,928000.000
22742,1836000.000,939500.000
22825,1818000.000,920000.000
22908,1789000.000,945800.000
22991,1811000.000,933300.000
23074,1774000.000,922200.000
23157,1751000.000,884300.000
23240,1758000.000,856900.000
23323,1625000.000,826600.000
23406,1547000.000,788100.000
23489,1465000.000,783000.000
23572,1459000.000,766600.000
23655,1448000.000,768300.000
23738,1451000.000,755100.000
23821,1431000.000,727100.000
23904,1440000.000,745400.000
23987,1447000.000,753900.000
24070,1456000.000,743300.000
24153,1423000.000,736100.000
24236,1426000.000,751800.000
24319,1412000.000,737400.000
24402,1442000.000,740900.000
24485,1447000.000,736400.000
24568,1426000.000,741200.000
24651,1453000.000,754100.000
24734,1441000.000,751200.000
24817,1405000.000,722200.000
24900,1443000.000,753000.000
24983,1451000.000,748800.000
25066,1441000.000,760100.000
25149,1441000.000,745500.000
25232,1442000.000,754800.000
25315,1439000.000,759200.000
25398,1475000.000,755000.000
25481,1444000.000,749500.000
25564,1463000.000,753500.000
25647,1457000.000,772600.000
25730,1461000.000,770400.000
25813,1465000.000,736700.000
25896,1484000.000,760700.000
25979,1435000.000,743000.000
26062,1458000.000,737200.000
26145,1459000.000,772300.000
26228,1467000.000,768600.000
26311,1459000.000,762500.000
26394,1463000.000,768900.000
26477,1479000.000,755100.000
26560,1423000.000,762000.000
26643,1445000.000,761500.000
26726,1460000.000,762900.000
26809,1456000.000,765900.000
26892,1471000.000,750000.000
26975,1478000.000,768400.000
27058,1457000.000,770500.000
27141,1464000.000,768500.000
27224,1476000.000,753200.000
27307,1473000.000,759700.000
27390,1482000.000,768400.000
27473,1465000.000,762200.000
27556,1496000.000,758700.000
27639,1461000.000,759800.000
27722,1487000.000,776800.000
27805,1467000.000,761400.000
27888,1471000.000,769100.000
27971,1492000.000,772200.000
28054,1478000.000,783900.000
28137,1460000.000,762100.000
28220,1490000.000,749100.000
28303,1473000.000,752300.000
28386,1460000.000,778100.000
28469,1510000.000,762600.000
28552,1438000.000,767300.000
28635,1487000.000,778500.000
28718,1483000.000,756900.000
28801,1483000.000,767500.000
28884,1456000.000,752800.000
28967,1476000.000,751200.000
29050,1417000.000,772200.000
29133,1445000.000,741400.000
29216,1394000.000,730600.000
29299,1403000.000,733800.000
29382,1420000.000,740100.000
29465,1419000.000,716200.000
29548,1413000.000,737200.000
29631,1435000.000,728800.000
29714,1405000.000,727900.000
29797,1451000.000,755900.000
29880,1479000.000,773900.000
29963,1508000.000,804500.000
30046,1539000.000,803700.000
30129,1569000.000,818000.000
30212,1544000.000,808200.000
30295,1555000.000,814000.000
30378,1557000.000,808900.000
30461,1563000.000,818200.000
30544,1584000.000,828600.000
30627,1538000.000,793600.000
30710,1577000.000,809700.000
30793,1600000.000,813700.000
30876,1557000.000,804800.000
30959,1587000.000,820300.000
31042,1552000.000,809900.000
31125,1573000.000,831200.000
31208,1547000.000,819800.000
31291,1564000.000,806800.000
31374,1539000.000,797300.000
31457,1570000.000,805800.000
31540,1538000.000,813400.000
31623,1559000.000,810900.000
31706,1545000.000,802900.000
31789,1547000.000,823900.000
31872,1553000.000,805400.000
31955,1564000.000,802700.000
32038,1586000.000,819900.000
32121,1584000.000,813200.000
32204,1583000.000,794000.000
32287,1549000.000,812700.000
32370,1539000.000,815200.000
32453,1573000.000,795200.000
32536,1564000.000,790900.000
32619,1570000.000,802400.000
32702,1565000.000,811400.000
32785,1552000.000,794500.000
32868,1536000.000,814300.000
32951,1555000.000,807900.000
33034,1513000.000,752800.000
33117,1499000.000,795000.000
33200,1471000.000,788700.000
33283,1589000.000,884800.000
33366,1795000.000,953400.000
33449,1793000.000,899000.000
33532,1668000.000,829500.000
33615,1603000.000,809500.000
33698,1469000.000,764000.000
33781,1531000.000,797200.000
33864,1492000.000,800600.000
33947,1630000.000,880400.000
34030,1670000.000,933900.000
34113,1781000.000,945500.000
34196,1776000.000,927100.000
34279,1771000.000,924700.000
34362,1783000.000,912300.000
34445,1772000.000,933900.000
34528,1767000.000,937200.000
34611,1758000.000,917100.000
34694,1748000.000,929300.000
34777,1801000.000,952100.000
34860,1783000.000,930000.000
34943,1790000.000,937600.000
35026,1800000.000,920300.000
35109,1816000.000,926500.000
35192,1824000.000,932200.000
35275,1759000.000,936700.000
35358,1771000.000,926900.000
35441,1816000.000,930300.000
35524,1827000.000,921900.000
35607,1768000.000,909800.000
35690,1760000.000,934500.000
35773,1769000.000,927200.000
35856,1790000.000,934500.000
35939,1749000.000,936000.000
36022,1814000.000,940500.000
36105,1792000.000,905800.000
36188,1785000.000,898400.000
36271,1834000.000,921400.000
36354,1805000.000,917500.000
36437,1756000.000,922500.000
36520,1752000.000,924500.000
36603,1824000.000,937200.000
36686,1833000.000,931800.000
36769,1804000.000,952200.000
36852,1763000.000,903500.000
36935,1799000.000,936100.000
37018,1815000.000,939700.000
37101,1775000.000,931900.000
37184,1774000.000,906500.000
37267,1806000.000,955700.000
37350,1811000.000,921000.000
37433,1797000.000,924800.000
37516,1811000.000,897700.000
37599,1809000.000,927500.000
37682,1794000.000,915200.000
37765,1791000.000,906700.000
37848,1795000.000,917600.000
37931,1767000.000,919900.000
38014,1781000.000,873400.000
38097,1732000.000,928400.000
38180,1754000.000,917800.000
38263,1726000.000,914500.000
38346,1799000.000,917900.000
38429,1739000.000,897900.000
38512,1745000.000,915400.000
38595,1762000.000,916100.000
38678,1779000.000,900300.000
38761,1717000.000,908500.000
38844,1748000.000,916000.000
38927,1758000.000,922900.000
39010,1743000.000,915700.000
39093,1689000.000,886400.000
39176,1741000.000,901800.000
39259,1763000.000,899000.000
39342,1738000.000,888600.000
39425,1702000.000,873100.000
39508,1732000.000,894600.000
39591,1767000.000,896700.000
39674,1725000.000,888600.000
39757,1723000.000,890700.000
39840,1751000.000,896500.000
39923,1703000.000,880700.000
40006,1759000.000,899000.000
40089,1707000.000,884800.000
40172,1735000.000,905300.000
40255,1729000.000,899500.000
40338,1739000.000,890200.000
40421,1702000.000,883700.000
40504,1732000.000,907000.000
40587,1718000.000,893400.000
40670,1721000.000,901500.000
40753,1746000.000,900800.000
40836,1742000.000,918100.000
40919,1733000.000,883200.000
41002,1755000.000,911400.000
41085,1723000.000,893300.000
41168,1701000.000,895200.000
41251,1740000.000,889100.000
41334,1737000.000,907600.000
41417,1743000.000,875100.000
41500,1700000.000,894600.000
41583,1715000.000,904100.000
41666,1723000.000,896200.000
41749,1730000.000,900900.000
41832,1750000.000,916700.000
41915,1728000.000,881800.000
41998,1755000.000,903000.000
42081,1734000.000,884900.000
42164,1729000.000,893900.000
42247,1726000.000,896100.000
42330,1721000.000,907200.000
42413,1742000.000,901100.000
42496,1728000.000,900600.000
42579,1716000.000,908000.000
42662,1734000.000,902200.000
42745,1756000.000,891200.000
42828,1725000.000,897800.000
42911,1709000.000,893400.000
42994,1701000.000,882500.000
43077,1751000.000,886300.000
43160,1740000.000,883200.000
43243,1728000.000,897000.000
43326,1754000.000,897000.000
43409,1713000.000,887800.000
43492,1707000.000,900200.000
43575,1711000.000,901000.000
43658,1670000.000,895400.000
43741,1718000.000,891600.000
43824,1708000.000,885000.000
43907,1725000.000,876800.000
43990,1703000.000,904400.000
44073,1697000.000,903900.000
44156,1751000.000,899500.000
44239,1720000.000,899900.000
44322,1728000.000,903700.000
44405,1717000.000,888500.000
44488,1733000.000,903500.000
44571,1714000.000,912500.000
44654,1691000.000,884100.000
44737,1702000.000,887500.000
44820,1713000.000,882500.000
44903,1726000.000,886800.000
44986,1712000.000,888900.000
45069,1712000.000,895800.000
45152,1723000.000,903500.000
45235,1690000.000,890500.000
45318,1715000.000,876700.000
45401,1731000.000,906700.000
45484,1700000.000,879700.000
45567,1685000.000,881400.000
45650,1701000.000,864500.000
45733,1737000.000,888200.000
45816,1733000.000,888700.000
45899,1718000.000,905000.000
45982,1736000.000,884600.000
46065,1718000.000,891800.000
46148,1737000.000,885600.000
46231,1698000.000,891100.000
46314,1749000.000,891100.000
46397,1696000.000,884800.000
46480,1666000.000,883600.000
46563,1662000.000,882600.000
46646,1739000.000,883800.000
46729,1710000.000,894600.000
46812,1722000.000,880500.000
46895,1705000.000,885700.000
46978,1713000.000,894200.000
47061,1730000.000,879000.000
47144,1737000.000,902400.000
47227,1725000.000,905200.000
47310,1736000.000,899100.000
47393,1717000.000,886700.000
47476,1745000.000,884100.000
47559,1719000.000,898100.000
47642,1701000.000,903400.000
47725,1721000.000,900000.000
47808,1696000.000,887800.000
47891,1703000.000,887200.000
47974,1718000.000,875300.000
48057,1705000.000,879100.000
48140,1709000.000,880400.000
48223,1710000.000,881600.000
48306,1718000.000,887600.000
48389,1722000.000,876200.000
48472,1701000.000,884800.000
48555,1723000.000,895800.000
48638,1707000.000,901400.000
48721,1744000.000,884000.000
48804,1733000.000,863700.000
48887,1687000.000,891200.000
48970,1715000.000,886600.000
49053,1694000.000,872800.000
49136,1702000.000,890700.000
49219,1684000.000,887500.000
49302,1694000.000,887300.000
49385,1681000.000,893800.000
49468,1729000.000,873700.000
49551,1679000.000,893300.000
49634,1688000.000,892900.000
49717,1723000.000,885300.000
49800,1726000.000,898300.000
49883,1704000.000,881400.000
49966,1714000.000,880500.000
50049,1692000.000,886200.000
50132,1713000.000,894100.000
50215,1703000.000,894900.000
50298,1678000.000,868900.000
50381,1678000.000,905000.000
50464,1691000.000,888500.000
50547,1716000.000,878600.000
50630,1724000.000,868300.000
50713,1728000.000,872700.000
50796,1711000.000,891000.000
50879,1681000.000,876900.000
50962,1716000.000,900200.000
51045,1725000.000,877200.000
51128,1709000.000,877300.000
51211,1730000.000,896400.000
51294,1728000.000,904400.000
51377,1706000.000,900800.000
51460,1707000.000,893300.000
51543,1709000.000,882800.000
51626,1690000.000,901000.000
51709,1740000.000,887300.000
51792,1719000.000,874900.000
51875,1720000.000,903400.000
51958,1723000.000,891800.000
52041,1695000.000,886900.000
52124,1715000.000,891100.000
52207,1731000.000,900300.000
52290,1737000.000,908700.000
52373,1758000.000,904600.000
52456,1737000.000,906100.000
52539,1742000.000,900100.000
52622,1737000.000,884900.000
52705,1662000.000,901800.000
52788,1700000.000,892800.000
52871,1747000.000,917000.000
52954,1753000.000,903100.000
53037,1771000.000,899300.000
53120,1720000.000,889500.000
53203,1733000.000,910800.000
53286,1752000.000,893200.000
53369,1712000.000,907000.000
53452,1720000.000,892400.000
53535,1710000.000,910000.000
53618,1741000.000,885500.000
53701,1693000.000,894800.000
53784,1723000.000,908200.000
53867,1723000.000,908700.000
53950,1732000.000,906500.000
54033,1741000.000,906100.000
54116,1737000.000,900700.000
54199,1737000.000,883100.000
54282,1762000.000,892400.000
54365,1734000.000,908900.000
54448,1748000.000,900400.000
54531,1769000.000,903500.000
54614,1706000.000,917200.000
54697,1764000.000,903500.000
54780,1770000.000,907900.000
54863,1754000.000,902500.000
54946,1712000.000,894900.000
55029,1756000.000,901900.000
55112,1763000.000,892300.000
55195,1740000.000,934500.000
55278,1757000.000,918000.000
55361,1744000.000,890300.000
55444,1774000.000,902100.000
55527,1757000.000,884200.000
55610,1773000.000,919200.000
55693,1734000.000,900700.000
55776,1758000.000,907000.000
55859,1744000.000,923700.000
55942,1758000.000,909400.000
56025,1750000.000,899200.000
56108,1760000.000,895300.000
56191,1755000.000,914400.000
56274,1751000.000,902200.000
56357,1791000.000,910000.000
56440,1750000.000,923000.000
56523,1738000.000,908300.000
56606,1770000.000,901300.000
56689,1749000.000,916300.000
56772,1777000.000,912900.000
56855,1797000.000,910200.000
56938,1752000.000,916300.000
57021,1772000.000,903000.000
